UniqueCount	AmbigCount
0	179
0	3325
0	21498
0	1
0	7
0	579745
0	50
0	2
0	9
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	0
0	0
0	131
0	0
0	0
0	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	2
0	32
0	0
0	22
0	0
0	0
0	52
0	5
0	0
0	68
0	21
0	0
0	2
0	7
0	0
0	0
0	40
0	0
0	0
0	10
0	0
0	6
0	9
0	4
0	155
0	15
0	8
0	17
0	10
0	0
0	0
0	3
0	201
0	3
0	0
0	0
0	0
0	14
0	10
0	0
0	0
0	24
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	74
0	0
0	23
0	0
0	0
0	18
0	0
0	0
0	0
0	0
0	21
0	0
0	9
0	0
0	0
0	0
0	87
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	9
0	1
0	33
0	0
0	0
0	25
0	49
0	0
0	12
0	0
0	0
0	0
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	6
0	1
0	0
0	2
0	49
0	0
0	11
0	24
0	0
0	30
0	0
0	0
0	0
0	27
0	0
0	35
0	0
0	8
0	0
0	2
0	0
0	169
0	1
0	0
0	2
0	0
0	0
0	21
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	108
0	0
0	8
0	124
0	0
0	54
0	3
0	2
0	0
0	3
0	0
0	21
0	77
0	42
0	0
0	0
0	2
0	4
0	4
0	0
0	15
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	36
0	7
0	15
0	277
0	1
0	1
0	0
0	2
0	0
0	46
0	60
0	0
0	1
0	0
0	0
0	36
0	8
0	0
0	0
0	2
0	0
0	9
0	10
0	6
0	3
0	3
0	36
0	5
0	0
0	5
0	0
0	0
0	0
0	1
0	0
0	1
0	2
0	7
0	0
0	0
0	1
0	0
0	99
0	0
0	451
0	1
0	0
0	0
0	0
0	0
0	160
0	0
0	0
0	0
0	0
0	47
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	31
0	0
0	0
0	0
0	140
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	124
0	5
0	0
0	263
0	11
0	13
0	19
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	382
0	0
0	1
0	14
0	5
0	2
0	0
0	0
0	0
0	24
0	11
0	0
0	11
0	0
0	0
0	40
0	0
0	0
0	49
0	0
0	0
0	0
0	10
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	31
0	7
0	0
0	0
0	0
0	0
0	12
0	15
0	0
0	0
0	9
0	20
0	27
0	22
0	0
0	0
