UniqueCount	AmbigCount
0	1152
0	4657
0	55194
0	656
0	977
0	1072282
0	86
0	0
0	10
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	0
0	0
0	264
0	0
0	0
0	25
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	11
0	1
0	2
0	0
0	0
0	0
0	2
0	227
0	15
0	1
0	152
0	13
0	1
0	18
0	4
0	0
0	0
0	71
0	0
0	2
0	11
0	0
0	34
0	53
0	44
0	231
0	22
0	14
0	34
0	39
0	1
0	3
0	9
0	86
0	3
0	0
0	0
0	0
0	18
0	14
0	0
0	0
0	31
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	48
0	0
0	65
0	20
0	0
0	32
0	0
0	2
0	0
0	7
0	20
0	5
0	7
0	1
0	0
0	62
0	150
0	0
0	0
0	0
0	0
0	0
0	1
0	12
0	36
0	0
0	0
0	2
0	0
0	7
0	1
0	60
0	0
0	1
0	50
0	131
0	0
0	5
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	10
0	3
0	0
0	5
0	81
0	0
0	11
0	100
0	0
0	212
0	0
0	0
0	0
0	58
0	0
0	65
0	0
0	22
0	0
0	1
0	0
0	222
0	46
0	0
0	7
0	0
0	0
0	39
0	0
0	80
0	2
0	0
0	0
0	0
0	0
0	150
0	0
0	28
0	246
0	2
0	129
0	4
0	119
0	1
0	1
0	3
0	24
0	67
0	132
0	0
0	0
0	4
0	5
0	2
0	0
0	23
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	87
0	37
0	12
0	299
0	2
0	0
0	0
0	16
0	0
0	54
0	148
0	0
0	1
0	0
0	0
0	49
0	25
0	0
0	0
0	16
0	0
0	22
0	4
0	29
0	3
0	9
0	31
0	5
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	16
0	0
0	1
0	4
0	14
0	232
0	0
0	1101
0	2
0	2
0	0
0	0
0	0
0	17
0	0
0	0
0	0
0	0
0	133
0	0
0	0
0	33
0	0
0	0
0	0
0	0
0	91
0	0
0	0
0	16
0	179
0	0
0	0
0	0
