UniqueCount	AmbigCount
0	92404
0	322290
0	291952
0	203
0	475
0	1435697
0	104
0	70
0	0
0	0
0	0
0	0
0	0
0	15
0	15
0	15
0	0
0	1
0	8
0	6
0	6
0	43
0	43
0	43
0	15
0	0
0	0
0	0
0	0
0	33
0	12
0	10
0	21
0	4
0	3
0	12
0	39
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	20
0	26
0	26
0	1
0	0
0	61
0	0
0	0
0	0
0	3
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	18
0	1
0	1
0	4
0	22
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	25
0	0
0	4
0	1
0	77
0	20
0	27
0	37
0	4
0	10
0	0
0	0
0	1
0	0
0	5
0	0
0	92
0	69
0	69
0	20
0	0
0	14
0	0
0	4
0	5
0	0
0	0
0	4
0	0
0	0
0	50
0	6
0	6
0	11
0	4
0	15
0	24
0	17
0	0
0	95
0	95
0	0
0	0
0	2
0	5
0	0
0	0
0	0
0	7
0	0
0	5
0	5
0	0
0	5
0	5
0	9
0	6
0	14
0	6
0	29
0	44
0	3
0	4
0	16
0	218
0	8
0	52
0	0
0	0
0	0
0	0
0	0
0	35
0	50
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	2
0	134
0	115
0	60
0	60
0	0
0	0
0	3
0	0
0	4
0	4
0	16
0	1
0	1
0	76
0	76
0	0
0	0
0	0
0	17
0	0
0	4
0	0
0	0
0	6
0	6
0	6
0	0
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	1
0	222
0	222
0	222
0	6
0	4
0	4
0	39
0	39
0	0
0	0
0	12
0	12
0	6
0	3
0	3
0	50
0	48
0	0
0	9
0	0
0	2
0	0
0	0
0	1
0	1
0	1
0	3
0	0
0	0
0	0
0	8
0	0
0	0
0	44
0	53
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	22
0	0
0	8
0	36
0	7
0	0
0	0
0	4
0	54
0	78
0	0
0	0
0	8
0	19
0	0
0	8
0	0
0	90
0	90
0	24
0	2
0	33
0	23
0	0
0	0
0	1
0	0
0	46
0	46
0	51
0	0
0	0
0	0
0	12
0	13
0	50
0	0
0	0
0	0
0	3
0	3
0	0
0	25
0	25
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	1
0	0
0	25
0	9
0	9
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	10
0	8
0	105
0	0
0	56
0	56
0	56
0	56
0	56
0	56
0	82
0	25
0	0
0	9
0	9
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	768
0	0
0	49
0	49
0	62
0	0
0	7
