"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa33302-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33304-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33308-RA",0,0,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33311-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33313-RA",0,0,0,0,0,0,0,0,0,1.035626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51044,0,0,0
"Mcavernosa33315-RA",0,6.157403,7.243069,0,0,0,0,0,2.084025,14.498766,0,0,0,0,0,17.521739,1.043057,0,0,0,0,0,0,0,0,0,1.053919,0,0
"Mcavernosa33321-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33323-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33324-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33326-RA",0,0,2.069448,0,0,0,0,0,0,5.178131,0,0,0,1.047766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33332-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33333-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33339-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33340-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33342-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33345-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33346-RA",0,0,3.104173,0,0,0,0,0,0,0,0,0,53.03638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33357-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33358-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33359-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33361-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33362-RA",0,2.473095,1.729163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039265,0,0,0
"Mcavernosa33364-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33370-RA",0,6.157403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33388-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33389-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33390-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33392-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33400-RA",0,1.026234,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33404-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33409-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33411-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33414-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33415-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33420-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33422-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33425-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33426-RA",1.031961,223.612202,25.062264,16.786538,48.238943,0,0,4.973196,19.634844,124.13578,0.998535,0,227.720273,9.429895,0,153.696835,0,1.042747,0,78.340716,0,24.79454,46.01105,0,1.035809,22.550483,1.053919,0,89.064422
"Mcavernosa33427-RA",0,3.445121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042947,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33428-RA",0,24.629612,5.173621,0,0,0,0,0,0,19.676896,0,0,0,7.334363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33429-RA",0,0,1.034724,0,0,0,0,0,0,6.213757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33433-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33437-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33438-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33439-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33440-RA",12.383536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33448-RA",33.291959,9.791009,9.714509,0,0,0,0,12.339496,5.889341,0,0,0,68.635315,0,0,0,0,0,0,0,0,0,0,0,214.407443,13.491508,0,59.934751,0
"Mcavernosa33452-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33453-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33459-RA",0,0,12.41669,0,0,0,0,0,5.210062,0,0,0,0,0,2.101854,0,0,0,0,0,0,0,1.039805,0,0,1.039265,0,1.051487,0
"Mcavernosa33460-RA",0,0,0,0,0,0,0,0,2.084025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33461-RA",0,0,0,0,0,0,0,0,4.168049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33462-RA",221.871688,73.888836,365.257642,3.162707,48.261356,0,0,61.836264,103.159224,213.338981,28.96994,0,25.998225,0,0,11.337596,0,0,8.343578,1.044543,25.955441,6.226781,35.353355,0,1.035809,67.552198,74.828231,0,182.20079
"Mcavernosa33463-RA",76.365139,35.918184,70.361246,1.054236,5.2458,0,0,41.224176,41.680495,55.923811,0,0,59.275954,7.334363,0,62.872121,0,31.282407,0,2.089086,0,2.075594,8.318437,238.996277,0,41.570583,0,0,0
"Mcavernosa33464-RA",194.008732,77.993771,132.444698,9.488122,35.671437,33.72395,0,22.673297,52.100618,179.163319,0,0,173.668146,13.620959,5.254635,79.363169,0,26.068673,33.374312,0,1.038218,15.566953,2.079609,0,0,58.198816,0,0,228.274553
"Mcavernosa33465-RA",0,6.458045,0.002119,0,0,0,0,0,0,22.813947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33466-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33470-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33471-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33473-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33478-RA",0,0,1.034724,2.108472,0,0,0,0,0,10.356261,0,0,1.733215,0,0,3.092072,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33480-RA",0,0,1.034724,0,0,0,0,1.030604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33483-RA",7.223729,3.198221,8.573518,0,0,0,0,0,7.724917,17.605644,0,0,32.7594,0,0,29.288507,0,1.042747,0,0,0,0,0,0,0,48.943662,0,0,0
"Mcavernosa33487-RA",0,5.131169,12.41669,2.108472,0,0,0,0,0,4.142504,0,0,42.63709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.329917
"Mcavernosa33499-RA",0,0,0,0,0,0,0,0,4.168049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33500-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33501-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33502-RA",0,0,7.243069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33503-RA",0,17.445975,9.312518,0,12.589919,0,0,11.336648,4.168049,1.035626,18.623533,0,0,0,0,0,0,0,0,92.964317,0,0,4.159218,0,0,11.43191,0,0,0
"Mcavernosa33504-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33506-RA",39.214531,20.524677,54.840383,3.162707,13.639079,0,0,18.550879,30.218359,79.743211,0,0,94.633541,0,6.305561,1.030691,71.970949,5.213735,0,0,0,0,10.398046,0,0,59.238081,0,0,0
"Mcavernosa33516-RA",0,13.34095,3.104173,0,0,0,0,0,28.134264,19.676881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.558307,0,0,0
"Mcavernosa33519-RA",0,0,0,0,0,0,0,2.061209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33520-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33522-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33523-RA",95.972405,23.603378,85.882109,0,212.979461,0,0,1.030604,9.378111,16.570018,0,0,0,0,0,94.823526,0,0,0,1.044543,0,0,1.039805,0,0,29.099408,0,0,0
"Mcavernosa33536-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33538-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33541-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33542-RA",0,0,0,0,0,0,0,2.3e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33543-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33544-RA",0,0,2.498633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33545-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33548-RA",0,2e-06,4.138897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33549-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33550-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33551-RA",0,4.104935,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025735,0,0,0,0,0
"Mcavernosa33552-RA",0,0,2.069448,0,0,0,0,0,3.126037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33562-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33564-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33565-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33567-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33568-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33570-RA",0,0,0,0,0,0,0,0,0,0,0,0,1.644972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33586-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33588-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33594-RA",0,0,1.034724,0,0,0,0,0,0,21.748149,0,0,0,0,0,0,0,0,0,0,0,16.60475,0,0,0,0,0,0,0
"Mcavernosa33595-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33602-RA",0,3.078701,7.70884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33609-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33610-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33614-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33615-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33616-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33619-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33626-RA",0,0,6.208345,0,0,0,0,0,0,0,1.034641,0,0,1.047766,1.050927,0,1.043057,2.085494,0,0,0,0,0,0,1.035809,0,0,1.051487,1.047131
"Mcavernosa33635-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33637-RA",0,0,0,0,0,0,0,0,0,0,0,0,66.555457,0,0,0,0,0,0,0,0,0,0,0,1.035809,0,0,0,0
"Mcavernosa33638-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33639-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33655-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33659-RA",0,0.513117,0,0,0,0,0,0,0,6.732027,0,0,0,0,0,0,0,0,0,0,0,0,1.039805,0,0,0,0,0,0
"Mcavernosa33660-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33661-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33662-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33663-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33664-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33692-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33693-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33701-RA",0,0.459622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33700-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33712-RA",1.031961,52.337925,0,0,0,0,0,4.122418,17.71421,36.246914,0,0,3.119787,10.477661,0,0,0,0,33.374312,54.31623,0,0,1.039805,0,0,21.824556,0,0,0
"Mcavernosa33725-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33735-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33742-RA",0,0,2.069448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33750-RA",0,0,1.034724,0,0,0,0,1.030604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33751-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33753-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33757-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33759-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33761-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33763-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33764-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33765-RA",0,0,0,0,0,0,0,0,0,5.178131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33766-RA",102.164173,36.944418,58.979279,0,63.998754,0,0,3.091813,14.588173,119.097004,0,0,492.926354,2.095532,1.050927,37.104858,0,47.966358,0,0,0,28.020515,0,0,0,177.714243,0,62.037725,0
"Mcavernosa33768-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33771-RA",0,22.451701,6.539634,12.650829,2.09832,0,0,5.153022,0,2.071252,0,0,150.789707,0,0,44.319692,0,0,0,16.712686,2.076435,2.075594,0,0,0,0,0,0,0
"Mcavernosa33773-RA",0,11.891104,3.386589,0,0,0,0,0,0,11.104407,0,0,0,0,0,0,0,0,0,0,0,5.188984,0,0,0,0,0,0,0
"Mcavernosa33776-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33779-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33780-RA",0,6.157403,0,0,0,0,0,0,2.084025,0,0,0,0,0,0,13.398977,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33781-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33795-RA",20.639227,51.311692,18.625036,0,360.911008,0,0,5.153022,5.210062,79.743211,0,0,328.617569,1.047766,0,22.675191,0,9.384722,0,0,0,0,1.039805,0,0,13.51044,0,0,0
"Mcavernosa33796-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33797-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33798-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33799-RA",0,2.053082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33807-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33808-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.089086,0,0,0,0,0,0,0,0,0
"Mcavernosa33809-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33810-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33813-RA",0,0,3.104173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33815-RA",1.031961,103.649617,99.333523,0,0,0,0,0,10.420124,55.923811,1.034641,0,198.626442,0,1.050927,32.982096,0,0,0,95.053402,0,42.549671,0,0,0,39.492054,0,0,0
"Mcavernosa33820-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33821-RA",0,0,4.138897,0,0,0,0,0,0,0,0,0,0,0,0,3.092072,0,0,0,21.935401,0,0,0,0,0,0,0,0,0
"Mcavernosa33823-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33830-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33836-RA",1.031961,10.262338,2.069448,0,0,0,0,1.030604,2.084025,38.318167,0,0,53.03638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33837-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33838-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33843-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33845-RA",0,20.524677,42.423692,0,0,0,0,0,2.084025,4.142504,0,0,79.034605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047131
"Mcavernosa33847-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33849-RA",0,0,1.613979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33850-RA",0,41.049353,82.034599,0,0,0,0,0,45.04791,93.206351,0,0,119.591837,4.191064,0,0,0,25.025926,0,0,0,30.096109,0,0,0,81.062637,0,0,0
"Mcavernosa33854-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33859-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33860-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33862-RA",0,0,3.104173,0,0,0,0,0,0,0,0,0,0,1.047766,0,0,0,0,0,0,0,0,1.039805,0,0,0,0,0,0
"Mcavernosa33863-RA",0,0,0,0,0,0,0,0,0,0,0,0,56.156167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa33864-RA",0,0,1.034724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
