"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa06441-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06442-RA",2.233017,19.025185,18.86623,0,4.342121,0,8.008338,21.30631,36.992952,15.791405,0,0,8.557127,49.03254,0,0,0,4.72122,0,99.283098,188.069167,0,41.053107,0,5.785154,2.225876,0,0,68.670723
"Mcavernosa06444-RA",0,0,0,0,0,0,0,0,1.251573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.501798,0,0,0
"Mcavernosa06445-RA",102.575638,49.797098,42.691495,30.411532,83.68919,0,0,94.645894,19.276054,25.779672,0,0,47.515085,123.755717,0,2.339596,0,0,0,0,0,0,0,0,5.840578,56.180004,0,0,0
"Mcavernosa06447-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,185.803103,0,5.854332,0,0,0,382.598378,0,14.054697,0,0,0,0,0,0,195.164781
"Mcavernosa06448-RA",0.835305,8.434675,10.707623,101.412896,17.719183,0,730.946274,105.204766,14.284351,12.56829,533.048192,0,16.004835,18.341618,0,0,0,0,0,493.506206,0,20.811215,0,2.953901,160.140037,17.762859,0,0,27.293159
"Mcavernosa06450-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,32.526682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06451-RA",1.375742,3.472963,0.801608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.128367,0,0,0,0
"Mcavernosa06452-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06453-RA",0.52437,111.855659,67.829129,0,32.628567,0,15.044526,26.01703,52.681881,26.194321,3.280645,0,57.699508,23.028228,0,104.483425,0,124.170478,0,90.095747,0,73.160784,0,0,0,99.66021,11.958621,0,0
"Mcavernosa06454-RA",10.773981,0.755504,16.043041,32.297518,0,0,0,0,7.676801,13.689206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.664035,0,0,0
"Mcavernosa06455-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06456-RA",0,0.698482,1.128535,0,6.847581,0,0,0,0,1.498737,0,0,0,0,0,0,0,79.559686,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06457-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06458-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06459-RA",31.768778,8.592645,7.366551,0,15.816149,69.735918,0,4.948923,11.780092,14.43767,0,0,19.34367,0,0,0,0,0,57.872212,0,0,1.615313,0,0,0,44.807987,0,0,0
"Mcavernosa06460-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.821994,0
"Mcavernosa06463-RA",2.747405,1.155938,42.68906,0,3.885348,0,0,52.428684,13.703288,8.26768,0,0,1.504044,20.109157,27.804614,3.801627,0,0,0,0,0,0,98.774972,0,0,0.608582,0,0,117.933153
"Mcavernosa06464-RA",0,0,3.477509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06465-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06466-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06467-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06468-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06469-RA",0,59.720191,38.289589,5.909759,0,0,1168.927646,38.456378,21.538598,15.82,0,0,39.811663,67.337153,0,45.464493,16.952966,3.704985,0,31.693256,0,61.122981,2.147767,0,6.809865,0,19.981923,2.014733,0.842023
"Mcavernosa06470-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06471-RA",2.7819,2.553712,4.126027,0,0,0,0,4.826086,1.621793,0.761044,0,0,0,0,0,0.524912,0,2.138804,0,0,0,15.122106,0,0,0,0,0,0,0
"Mcavernosa06473-RA",30.600753,111.382896,102.005583,38.399814,14.592809,81.647798,10.208785,13.580318,34.987815,53.538307,0,0,25.712574,93.757787,0,63.514106,0,30.092335,190.568259,0,0,85.105401,0,2.516601,3.687369,1.891652,0,3.272781,0
"Mcavernosa06474-RA",0.621124,0,0.723825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06475-RA",289.37534,758.603927,836.57147,1201.112323,0,0,319.321805,4417.715792,1189.552172,1078.462385,835.584754,0,1121.098948,1466.330447,225.274659,115.503793,430.694769,1882.523419,0,2381.978595,777.336159,166.37637,654.775186,708.453512,57.668832,214.488412,507.646231,511.84845,2203.357999
"Mcavernosa06476-RA",0,1.986447,1.222665,0,0,0,0,0,2.242734,0,0,0,0,0,0,0,0,0,0,0,0,0,5.143696,0,0,0,0,0,0
"Mcavernosa06478-RA",301.586961,9.172709,251.945496,196.064933,1369.427081,0,0,83.207406,559.232347,511.730475,0,0,0,0,0,0,140.609898,245.836677,0,0,910.617686,0,0,6.424734,5158.673231,1026.221394,13134.294049,33.420865,0
"Mcavernosa06479-RA",0,0,1.002569,0,19.466423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06480-RA",0,4.793116,0.737545,0,0,0,0,0,0,0,0,0,0,389.120434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06481-RA",0,0,2.845234,0,0,0,0,0,0,0,488.803088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06482-RA",3.780923,25.05476,13.218258,0,0.668367,0,0,90.189104,60.615595,2.844453,0,0,0,186.798223,9.566035,102.018566,0,0,0,0,124.268071,0,9.268097,0,0,6.281386,10.778313,4.347014,0
"Mcavernosa06483-RA",0.49755,48.357133,19.423909,0,3.869961,0,7.137516,51.271579,19.14408,25.752896,0,0,38.405527,10.925192,5.035364,4.130805,38.507745,117.81943,0,40.494101,10.220648,0,4.878535,314.949105,0,20.168991,5.673482,77.798067,2.868914
"Mcavernosa06484-RA",11.893299,39.406223,57.171747,40.109553,7.358472,0,0,5.673991,19.067288,41.606029,0,0,13.835639,0,0,9.25703,0,0,0,0,0,7.407891,0,0,3.851548,23.71053,0,0,0
"Mcavernosa06485-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06486-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06487-RA",0,23.101637,21.328718,0,0,0,0,0,19.561624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06488-RA",0,11.158215,6.438679,0,0,0,0,0,4.724185,0,0,0,1.209872,0,0,0,0,0,0,0,0,0,0,0,11.451294,2.937306,0,0,0
"Mcavernosa06489-RA",0,16.243339,3.749189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06490-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06492-RA",25.030146,33.850084,23.960085,0,37.92572,0,0,0,15.286943,16.140521,0,0,14.681301,157.031856,0,0,0,0,0,0,0,0,52.590753,0,0,0,0,0,0
"Mcavernosa06493-RA",0,0,243.657644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06494-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06495-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06496-RA",0,0,0,0,0,0,0,0,31.971179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06497-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06498-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06499-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06500-RA",136.70174,46.355888,51.714659,220.18853,25.968626,0,234.152951,323.164464,133.022283,57.100926,82.972407,0,111.13741,0,0,12.704529,0,17.255258,0,338.26204,377.21029,35.583569,0,0,0,75.250586,0,0,76.470428
"Mcavernosa06501-RA",7.05057,3.460851,8.44459,169.085801,4.431481,0,0,20.929362,33.491686,70.959271,0,0,145.384913,94.60995,39.641116,24.389956,0,79.503301,0,0,0,85.878923,97.93652,0,0,33.578328,0,1.801378,25.597072
"Mcavernosa06502-RA",0,4.912919,1.814352,0,0,0,0,3.961425,0.554677,1.093212,0,0,0,5.697806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06503-RA",17.599748,75.042194,37.392883,20.26731,13.2035,0,0,139.25724,25.233681,15.113652,112.795812,0,41.241805,14.138596,0,12.918993,0,32.672873,0,23.937878,22.926498,21.389706,3.156724,0,2.224209,5.990451,17.131826,0,4.950323
"Mcavernosa06504-RA",0,0.329814,0.304503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06506-RA",0,0.617813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06507-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06508-RA",0,0.710739,2.624774,0,0,0,0,0,0,1.016691,0,0,3.236712,0,0,6.428024,0,0,0,0,0,0,8.281725,0,0,0.187096,0,0,0
"Mcavernosa06509-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06510-RA",174.705359,51.753669,28.045881,36.072553,0,0,0,10.205815,11.432119,10.192828,0,0,0,0,0,0,0,0,0,0,0,13.324583,4.369915,0,0,0.592336,0,0,0
"Mcavernosa06511-RA",170.552214,36.590392,41.664823,110.799307,22.206149,0,0,66.383695,27.88507,11.631443,0,0,25.656201,10.609016,0,1.002815,0,0,0,106.315565,412.874223,4.814984,61.585547,0,0,22.796001,1311.211105,0,92.862918
"Mcavernosa06512-RA",0,0,0,0,0,0,0,0,0,8.689115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06513-RA",0,1.222069,0.564141,0,0,0,0,3.695209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06514-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06515-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06516-RA",4.874811,31.644295,19.882959,0,31.022554,0,0,37.210377,59.54497,29.758366,0,0,163.932921,0,0,46.253843,0,0,0,0,0,79.8123,0,0,0,7.867312,0,0,40.155099
"Mcavernosa06517-RA",0,4.544584,6.555959,0,0,0,0,8.5885,6.73433,2.437836,0,0,0,0,0,27.089881,0,0,0,88.181144,0,0,0,0,0,7.177942,0,0,0
"Mcavernosa06518-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06519-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06520-RA",0,1.907475,7.044348,71.350847,9.617127,0,0,0,11.306261,12.278642,0,0,16.959672,0,0,0,0,6.39025,0,0,0,0,0,0,0,5.021267,0,0,0
"Mcavernosa06521-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06522-RA",0,11.685466,13.186157,0,42.914062,0,0,0,2.19885,0,0,0,0,22.587222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06523-RA",0,9.525721,1.758935,0,0,0,0,0,0,7.267343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06524-RA",5.997167,22.709134,50.66865,0,0,0,0,148.776996,6.409756,55.945971,0,0,109.983852,65.842847,0,0,0,0,0,9.038732,0,14.941644,0,1070.996929,0,5.977989,34.192368,0,28.816806
"Mcavernosa06525-RA",0,16.075882,7.421075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06526-RA",0,3.62642,5.022169,0,0,0,0,7.310211,6.141441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06527-RA",27.968054,43.822779,17.420119,0,0,0,0,14.723142,20.615296,13.930492,0,0,20.590496,148.236355,0,30.025731,0,0,0,0,0,0,75.64967,0,0,0.640888,0,0,0
"Mcavernosa06528-RA",0,22.931773,10.585945,0,0,0,0,0,7.767116,0,0,0,0,0,0,0,0,1782.315906,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06529-RA",0,0,0,0,0,0,0,0,9.568186,0,0,0,68.612033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.292658,0
"Mcavernosa06530-RA",0,214.596767,138.689385,0,0,0,487.787227,0,72.68509,491.159119,0,0,0,0,0,0,0,5751.382235,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06531-RA",0,0,0,0,0,0,0,3.968928,2.222912,0,0,0,0,0,0,32.37623,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06532-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06533-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06535-RA",0,1.131611,0,0,0,0,0,0,3.832829,4.856212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06536-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06537-RA",0,0.757339,1.398435,0,0,0,0,0,1.282574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.392357,0,0,0
"Mcavernosa06542-RA",0,12.524984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06543-RA",0,22.740675,23.994809,0,0,0,0,49.115483,11.003414,34.078917,0,0,0,0,0,64.104935,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06544-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06545-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06546-RA",0,2.586004,4.775086,0,0,0,0,7.81938,0,11.097612,0,0,26.918154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06547-RA",0,0,12.821654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06548-RA",119.61969,245.042373,265.085512,0,85.968978,0,0,666.099501,205.397067,202.998225,159.491404,77.992216,194.307411,172.236528,79.382908,219.78835,75.884708,82.921102,87.520238,29.555219,177.242267,39.085444,499.918235,617.182392,0,49.519255,89.442892,9.018329,180.914655
"Mcavernosa06549-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06550-RA",338.322081,212.34046,239.296058,603.823162,165.637984,16.048525,5.350982,298.963806,111.62884,138.740255,373.391244,347.150131,106.389491,57.33417,11.325007,114.5837,14.434591,44.1645,5.54929,224.876663,352.470415,63.195214,215.788283,369.344614,3.865503,75.107508,17.013594,451.161495,186.404364
"Mcavernosa06551-RA",0,1.54087,1.422617,0,0,0,0,0,7.828516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06552-RA",0,0,0.564584,0,0,0,0,0,0,0,0,0,0,10.638138,0,0,0,0,0,0,0,0,0,0,0,0.321952,0,0,0
"Mcavernosa06553-RA",0,0,0,0,0,0,0,0,3.617561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06555-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06556-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06560-RA",0,0.954711,0,0,0,0,0,0,0.566344,2.430661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06561-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06562-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06563-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06565-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06566-RA",86.942499,30.884933,40.345254,140.459497,6.626213,29.865271,0,93.387719,15.580056,44.493334,32.571423,107.670669,24.225487,45.726511,36.881439,7.564004,0,83.654916,0,0,2.138885,20.753333,35.732753,0,0,2.767727,0,9.576986,78.049463
"Mcavernosa06568-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06571-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06572-RA",16.420704,3.657609,18.572995,0,18.440973,0,0,18.432707,20.647533,12.789586,0,0,41.774175,0,0,42.101756,0,0,0,0,0,0,75.767965,0,0,34.662052,0,0,11.139194
"Mcavernosa06573-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06574-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06576-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06580-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06581-RA",93.396006,36.182767,49.031309,0,117.040776,0,0,7.058512,92.903079,52.314941,0,0,63.278313,0,0,26.870332,0,0,0,0,170.958705,78.331793,104.269565,1.635037,1087.641509,51.618322,10.544353,212.63275,0
"Mcavernosa06582-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06583-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06584-RA",0,0,67.35385,0,0,0,0,0,138.990495,73.919182,0,0,0,0,0,0,279.575235,0,0,0,0,2951.979543,0,0,0,0,82.38161,0,0
"Mcavernosa06586-RA",78.493311,100.511269,59.324183,7.672891,33.783924,0,0,45.587851,13.374316,16.774153,3.558563,0,0.311381,0,264.792433,53.125637,0,0,8.461901,0,0,0,2.788537,0,2.947179,6.047714,0,0,0
"Mcavernosa06587-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06589-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06590-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06591-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06593-RA",0,0,0.394003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06595-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06596-RA",18.986933,1.597705,9.58809,0,2.386764,0,0,3.220687,5.411515,16.506182,0,0,49.43039,0,0,1.751501,0,0,0,26.07279,0,6.307333,0,0,0,23.272234,0,0.97021,10.13706
"Mcavernosa06597-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.650971,0,0,0
"Mcavernosa06598-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06600-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06601-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06602-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06604-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06605-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06606-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06607-RA",180.819063,169.466002,278.85291,219.090964,259.540224,0,0,16.529663,83.321209,80.8054,0,0,24.302422,0,504.057114,60.677765,0,0,0,0,0,151.066439,0,0,0,94.977195,12.346411,0,0
"Mcavernosa06608-RA",8.71546,4.583658,2.539133,0,9.243976,0,0,0,0,0,0,0,0,95.686959,0,69.343375,0,0,0,0,0,0,3.560671,0,0,0.482644,0,0,40.482446
"Mcavernosa06610-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06612-RA",48.089128,112.421004,47.555502,4.568399,64.654619,70.423464,38.865025,137.006346,91.936421,81.120867,230.943713,59.263821,255.288027,0,41.127658,26.007485,0,60.145075,65.49623,137.810928,91.827819,70.874509,73.052322,0.598796,56.151521,52.211264,791.63579,20.246741,91.777736
"Mcavernosa06614-RA",0,8.592734,13.073543,0,0,0,0,10.272519,0,12.802784,0,0,0,0,0,1.973978,0,8.043155,0,0,0,0,0,0,0,1.264014,0,0,0
"Mcavernosa06615-RA",0,3.656337,0.33549,6.568987,0,0,0,0,0,0.877295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06616-RA",0,33.2732,14.426165,13.270917,0,0,0,40.246263,6.287665,6.770142,0,0,119.160899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06617-RA",6.194782,4.468082,1.804767,0,0.312878,15.864588,0,1.688784,0.945852,9.320881,0,0,1.453407,0,0,1.836818,17.122982,0,39.496955,0,0,2.204856,0,0,0,1.470231,0,0,0
"Mcavernosa06619-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06620-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06621-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06622-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06623-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06624-RA",0,0,0.769064,0,0,0,0,0,1.410694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06625-RA",3.489056,2.568963,9.826069,0,3.906227,0,0,0,0,0.699967,0,0,0,0,0,0,0,0,60.55766,0,0,0,0,0,1.506536,3.671114,0,0,55.325012
"Mcavernosa06629-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06630-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa06632-RA",30.340235,91.431424,34.914933,10.232092,2.547592,0,108.810139,27.501655,31.211526,41.085864,1.18637,0,15.571418,145.733515,15.352642,39.358364,102.732635,40.092321,0,74.307671,7.011537,72.756518,9.296549,0,3.930175,30.117196,2.16228,0,18.587835
"Mcavernosa06633-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
