"","Mcav_na_K11_na_exp_na_salmon","Mcav_na_K12_na_control_na_salmon","Mcav_na_K13_na_exp_na_salmon","Mcav_na_K14_na_control_na_salmon","Mcav_na_K15_na_exp_na_salmon","Mcav_na_K16_na_control_na_salmon","Mcav_na_K17_na_D1_na_salmon","Mcav_na_K18_na_D1_na_salmon","Mcav_na_K19_na_D1_na_salmon","Mcav_na_K22_na_D1control_na_salmon","Mcav_na_K23_na_D1_na_salmon","Mcav_na_K25_na_D1_na_salmon","Mcav_na_K27_na_D4control_na_salmon","Mcav_na_K29_na_D1_na_salmon","Mcav_na_K31_na_D1_na_salmon","Mcav_na_K33_na_D1control_na_salmon","Mcav_na_K34_na_D1control_na_salmon","Mcav_na_K36_na_D1_na_salmon","Mcav_na_K38_na_D2control_na_salmon","Mcav_na_K39_na_D2control_na_salmon","Mcav_na_K40_na_D1_na_salmon","Mcav_na_K42_na_D4control_na_salmon","Mcav_na_K43_na_D3control_na_salmon","Mcav_na_K44_na_D1_na_salmon","Mcav_na_K45_na_D1_na_salmon","Mcav_na_K47_na_D4control_na_salmon","Mcav_na_K49_na_D1_na_salmon","Mcav_na_K50_na_D1control_na_salmon","Mcav_na_K51_na_D4control_na_salmon"
"Mcavernosa08997-RA",3.01689,8.567915,18.01808,20.34862,31.46507,0,0,17.27138,20.95888,72.62906,0,0,36.74747,0,0,15.65444,0,0,78.5438,0,0,0,0,0,0,11.52776,0,0,110.1724
"Mcavernosa08998-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa08999-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09000-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09001-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09002-RA",0,1.071725,1.484215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09003-RA",1.2645,3.830568,5.452249,0,0.894121,3.626934,0,4.826086,3.784183,0.152209,0,2.011672,1.38448,0,0,25.72071,0,0,0,0,28.05333,0,16.11814,0,0,2.520912,0,1.16306,0
"Mcavernosa09004-RA",0,726.1641,430.994,0,0,0,0,0,0,0,514.1912,0,0,0,0,0,0,0,0,0,0,0,0,0,425.8499,0,0,0,0
"Mcavernosa09005-RA",0,7.142109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09007-RA",0,1.25958,4.651659,0,3.175283,103.758,0,5.712948,18.13164,8.408368,0,0,59.81978,87.64864,5.049599,0,0,0,96.49849,0,0,156.6338,136.9852,0,0,83.55664,5.689522,0,4.795042
"Mcavernosa09008-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09009-RA",0,11.12977,5.688293,16.99263,0,0,0,9.615267,4.712143,11.37201,0,0,5.516746,76.06418,3.187053,3.921791,0,0,4.684999,26.57935,0,0,18.52674,285.6493,0,6.696729,0,21.72399,0.605278
"Mcavernosa09010-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09011-RA",20.34331,26.31163,46.53598,44.04386,22.90886,55.8289,226.98,9.585457,18.79014,18.44112,1.571295,0,19.24875,33.08874,43.20954,3.64899,0,0,67.25483,0.757056,12.38196,57.5674,22.16317,18.20711,31.23207,19.6941,0,1.155021,0
"Mcavernosa09012-RA",2.332074,19.13326,10.8707,0,26.38394,33.44516,0,8.900588,13.70883,39.65079,0,0,39.57693,0,0,0,0,69.02917,0,21.08895,131.7398,81.34347,71.45708,0,0,17.82206,0,0,0
"Mcavernosa09013-RA",39.67357,24.45599,20.96634,124.4624,2.609577,6.615972,0,0,13.80563,9.99531,600.3261,0,0,0,205.4233,0,0,0,0,0,0,0,0,0,0,14.71505,0,0,0
"Mcavernosa09014-RA",0,0.748254,4.490391,0,2.095863,0,0,0,0,9.633196,0,0,0,0,0,0,22.94019,80.21542,0,0,0,2.953914,0,0,0,24.03052,0,0,0
"Mcavernosa09015-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09016-RA",0,11.13829,5.141745,0,0,0,0,0,0,0,0,0,0,0,0,82.42063,0,0,0,0,36.2541,0,0,0,0,51.31107,0,0,0
"Mcavernosa09019-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09020-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09021-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09022-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09023-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384353,0,0,0
"Mcavernosa09024-RA",18.94662,22.0751,9.170096,26.21395,0.687028,0,0,5.56243,3.115398,7.894448,3.039402,0,0.265953,0,0,1.008336,0,0,0,0,5.9877,0,0,0,0,0.968514,509.6451,0,0
"Mcavernosa09025-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.68865,0,0,0,0,0,0,0,0,0
"Mcavernosa09026-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09027-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09028-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09029-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09030-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09031-RA",10.12636,0,209.4629,0,0,0,0,115.9447,10.82303,1.015765,0,0,0,222.3545,0,52.54503,0,0,0,0,513.1045,42.04889,0,0,4110.107,22.43107,0,0,181.6561
"Mcavernosa09032-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09033-RA",2.056535,4.719614,1.198288,0,0.132197,0,0,1.427084,0,2.925551,0,0,8.494922,4.105214,0,0.388044,0,0,69.53409,0,0,0,11.91542,0,0,2.733277,0,0.859798,0.718676
"Mcavernosa09035-RA",0,0,3.28696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09036-RA",0,0,0.408306,0,0,0,0,5.348935,0,0.843494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09037-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09038-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09039-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09040-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09041-RA",0,4.058193,6.556812,0,0,0,0,0,3.43633,6.772648,0,0,23.32133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09042-RA",18.64519,0,2.414235,0,0,0,0,0,0,1.246853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.589028,0,0,0
"Mcavernosa09043-RA",0,2.375867,0.731178,0,0,0,0,7.183981,0,0,368.9917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.205945
"Mcavernosa09048-RA",0,0,7.057297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09053-RA",95.72432,356.2777,165.4212,871.9047,150.4136,1982.96,0,0,20.98664,340.7481,0,0,110.6296,215.5808,0,312.4585,0,48.43471,864.1899,0,0,1068.12,36.09955,0,0,367.5368,0,301.0091,179.2673
"Mcavernosa09054-RA",0,2.987281,4.137036,10.64209,0,0,0,0,0,0.949604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.065146
"Mcavernosa09056-RA",228.911,124.8249,263.1044,3091.349,313.6069,118.7891,266.4489,582.4406,438.3481,203.484,510.3595,505.1271,274.6771,292.1057,373.4077,141.7029,29.13899,57.31361,70.94794,2894.73,1022.952,163.842,334.706,241.8739,992.3144,183.644,22.8968,998.484,284.6318
"Mcavernosa09057-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09058-RA",7.519926,20.79147,10.53685,9.661171,19.11694,0,2.568471,30.06722,34.06274,17.02599,2.240347,0,45.87204,94.35566,202.9441,76.92592,6.928604,78.73899,231.7384,25.90579,0,3.568671,0.877783,0,0.927721,8.447736,0,0,18.92721
"Mcavernosa09061-RA",0,35.00903,22.22157,0,4.085855,0,0,13.23223,0,4.868831,7.230308,0,18.34728,0,11.6958,0,44.72158,0,0,0,0,0,0,2.043414,0,0.767986,0,0,0
"Mcavernosa09062-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09063-RA",0,0.946501,0,0,0.265116,0,0,0,0,3.159199,0,0,0,0,0,0,0,0,0,0,0,0,29.41039,0,0,0,0,0,0
"Mcavernosa09064-RA",0,10.43923,3.011901,0,0,0,0,0,1.104945,0.311105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09065-RA",0,4.727723,17.09585,0,0,0,0,0,0,14.27717,0,0,0,0,0,27.20978,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09066-RA",0,0,1.417947,0,0,0,0,3.09592,0,0,0,0,0.44407,0,0,0,0,0,0,0,0,0,3.976823,0,0,0,0,0,0
"Mcavernosa09067-RA",0,8.474786,40.58904,0,0,0,3202.563,243.442,66.37929,6.56659,1617.251,0,15.62149,0,0,0,0,0,0,247.9265,0,0,45.26068,1222.794,0,0,0,0,0
"Mcavernosa09068-RA",0,5.087636,1.174297,0,0,0,0,0,0,3.638858,0,0,0,0,0,6.274545,0,0,0,0,0,0,0,1.781737,0,0,0,0,0
"Mcavernosa09071-RA",0,4.200041,1.410077,0,0,0,0,0,0,0.728247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09073-RA",0,0,0,0,0,0,0,0,31.43833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09074-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09075-RA",0,2.35553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09077-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09078-RA",0,0,1.603213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09083-RA",49.51096,80.34873,48.0812,63.60885,0,0,0,0,0,32.6363,0,0,0,207.0783,0,24.46753,0,0,0,0,9.68621,23.49602,161.8203,0,0,17.23425,0,0,4.531498
"Mcavernosa09084-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09085-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09086-RA",159.2645,97.2591,84.18072,185.7302,167.6069,0,0,177.5258,116.4158,88.6873,2.328072,2.959946,95.13277,8.170859,0,150.608,14.39981,236.0254,110.7184,0,116.1878,68.60555,83.91815,0,0,110.0406,0,220.7589,276.0719
"Mcavernosa09089-RA",0,1.041657,1.923432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09090-RA",6.230895,1.42995,2.640419,0,0,0,0,2.161892,1.21083,0.340917,0,0,0,0,0,0,0,0,0,0,0,73.38601,0,0,0,0,0,0,0
"Mcavernosa09091-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09092-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09093-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.57644,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09094-RA",0,15.36676,17.28365,0,0,0,0,0,9.294296,9.071816,0,0,0,0,0,28.27717,0,0,0,0.873758,0,0,0,0,0,0,0,0,0.557134
"Mcavernosa09095-RA",0,6.640286,4.93943,0,0,0,0,16.73203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09096-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09098-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09099-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09100-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09132-RA",0,0,0,0,20.12801,0,0,0,0,0,41.55483,0,0,0,0,3.938859,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09133-RA",38.84673,42.76126,62.90413,24.3737,25.55191,0,0,17.2398,13.51791,6.252804,0,0,82.09791,178.534,470.8553,0,0,0,0,0,70.51986,0,0,0,2.340502,0.600349,0,0,0
"Mcavernosa09134-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09136-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09137-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09139-RA",0,1.780092,2.46522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09140-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09141-RA",0,0,1.32446,0,0,0,0,0,7.28837,0,0,0,0,0,0,16.51277,0,0,0,0,0,0,0,0,0,24.92387,0,0,0
"Mcavernosa09143-RA",8.918081,27.81025,3.667996,0,50.81832,0,0,50.054,88.588,13.89204,0,37.55549,78.11408,23.03801,201.7438,58.79688,0,70.98469,132.674,0,0,39.20992,46.29326,0,0,43.92489,5.981849,144.7528,85.704
"Mcavernosa09144-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09147-RA",23.02018,3.22849,0.993574,0,0.602868,0,0,0,1.822512,5.131401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09149-RA",108.5733,97.12741,93.97285,28.43945,76.02618,0,0,28.16178,22.53259,71.68944,0,0,57.70637,69.43836,0,223.1639,1182.947,0,0,0,0,42.02019,129.1959,0,0,27.3192,0,19.39095,204.6288
"Mcavernosa09150-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09151-RA",20.74745,36.9009,9.61624,0,0,0,0,1.799651,9.071517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.443234,0,0,0,0
"Mcavernosa09152-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09153-RA",119.8842,43.60054,10.65559,0,0,0,0,0,0,3.668783,0,0,22.24732,0,0,0,0,8.592154,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09154-RA",0,0,0.612112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09155-RA",0,1.472484,5.437917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09156-RA",0,0,0.592464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09157-RA",0.237443,5.694378,1.936925,0,0,0,0,18.12449,4.568014,3.858462,0,0,5.979369,52.13772,0,6.406797,0,0,0,0,45.84893,0,20.95342,0,0,2.997994,0,30.57531,0.456372
"Mcavernosa09158-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09159-RA",100.6515,28.68732,47.29595,65.6985,40.17668,0,0,315.9913,41.64236,47.87577,0,0,29.32788,142.5874,131.4356,0,0,27.45876,434.726,283.8233,0,0,206.9307,0,0,21.57627,0,0,517.9603
"Mcavernosa09160-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,81.46322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09162-RA",224.434,81.43327,407.5118,185.1724,125.2097,0,305.22,754.4138,594.1844,95.83405,1021.972,605.9995,55.23269,75.35348,0,49.85939,0,127.6985,0,248.2638,927.7021,82.07943,121.134,94.65775,49.78768,82.09771,0,9.469245,145.1086
"Mcavernosa09163-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09164-RA",10.5541,31.82369,21.01112,0,2.280283,10.51114,0,40.28076,29.45385,24.52588,0,0,11.8765,6.437412,2.966969,6.084949,0,0,0,17.67422,0,1.460835,0,0,3.038098,3.701605,6.68593,14.83081,21.41224
"Mcavernosa09165-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09166-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09169-RA",32.8148,3.835122,11.33055,0,0,0,0,64.9397,28.57748,6.217501,201.499,0,12.64147,0,0,0,0,0,0,0,52.42846,24.22413,0,0,3.148683,14.94154,0,0,0
"Mcavernosa09170-RA",46.04037,50.84871,27.94427,0,0,0,0,0,0,48.49174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.274809,0,0,0
"Mcavernosa09171-RA",0,57.13688,12.08899,0,0,0,0,0,40.31785,38.59597,0,0,1.032548,41.41565,19.08826,0,72.98834,15.95124,0,0,0,0,9.246873,6.669953,9.772936,97.76521,21.50726,8.674118,50.75277
"Mcavernosa09172-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09173-RA",0.559518,4.943625,4.56423,0,0,0,0,0,4.784093,11.44944,0,0,0,110.573,101.9251,51.09814,0,0,0,0,0,0,0,0,0,0,6.380098,0,0
"Mcavernosa09174-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09175-RA",0,45.19886,29.99351,0,0,0,0,0,2.392047,33.00132,0,0,71.67507,589.7229,770.1005,62.71135,0,0,0,161.9112,0,50.18444,27.43071,0,0,0,0,0,144.1049
"Mcavernosa09179-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09180-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09181-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09183-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09184-RA",0,0,2.490811,0,0,0,0,0,2.030619,0,0,0,18.20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09185-RA",217.4602,14.44639,30.59829,0,110.4441,67.58747,0,97.64212,120.8876,50.24466,185.3323,0,13.63694,0,408.8112,29.34504,0,119.5691,0,58.85274,1562.779,60.38541,0,0,0,68.89944,0,55.7318,164.339
"Mcavernosa09186-RA",2.201187,8.335112,7.054153,14.84679,0.778223,0,0,2.100261,1.176312,6.623964,0,0,0,12.08341,0,6.853089,0,130.3099,0,11.61145,0,5.484149,0,0,0,0.365691,0,212.5835,0
"Mcavernosa09187-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09188-RA",0,22.27658,20.56698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09189-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09190-RA",0,7.719607,8.908964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09191-RA",0.447615,3.9549,1.825692,0,1.582529,0,0,17.08365,3.827275,6.465565,0,0,0,0,0,0,0,0,0,0,0,2.230419,0,0,0,0,0,0,0
"Mcavernosa09192-RA",63.5993,21.07244,27.33,10.72427,29.79309,0,957.9703,27.30745,125.7533,53.11,4.973744,0,94.00567,0,96.54678,160.0561,0,87.40332,283.8494,2.396369,6.53227,71.30453,0,0,4.119224,43.84884,0,142.5871,174.1915
"Mcavernosa09193-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09194-RA",0,0,0,0,0,0,0,0,6.520542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09195-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09199-RA",48.32925,8.778816,98.43974,0,0,0,0,103.755,205.2468,226.9983,1133.868,0,429.9336,132.6516,0,288.9549,0,51.09075,0,0,0,0,192.5113,0,0,135.2564,0,0,5.805635
"Mcavernosa09200-RA",4.80333,12.12566,7.836563,116.6327,3.396406,0,0,18.33237,8.214057,4.047263,0,0,39.44315,0,97.22246,0,0,0,0,0,0,0,0,0,0,6.383959,0,0,0
"Mcavernosa09201-RA",62.88655,40.96842,18.91217,0,20.08174,0,0,15.48468,2.16816,4.273218,0,0,27.20822,0,0,33.68404,0,0,0,0,0,0,0,0,0,0,11.56589,0,187.1531
"Mcavernosa09203-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09204-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09205-RA",0.879091,5.917877,7.000383,3.952922,2.072001,0,210.1809,62.62923,6.890183,30.51054,487.6582,104.8899,0,19.30307,0,6.082062,0,0,0,17.66583,20.46602,0,14.36599,1.036247,0,4.868223,0,0,0
"Mcavernosa09206-RA",29599.36,17031.54,25654.78,45215.47,64657.44,24180.13,27237.37,34107.08,55489.68,38779.88,3072.673,38703.96,29048.44,52142.14,57287.46,34238.34,88757.12,31643.92,44290.98,56775.09,49050.01,56210.95,37457.22,14100.18,26497.07,63726.67,33543.83,68877.12,33028.97
"Mcavernosa09207-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09208-RA",2731.429,21173.19,7462.761,2603.987,13751.68,9101.018,20976.18,5083.452,9469.813,8251.551,8272.658,10364.43,13000.64,23630.38,12698.16,31551.65,14192.81,18120.85,13497.26,6487.832,416.3557,19742.35,2460.535,11399.89,1450.288,11381.44,385.1984,10786.06,7615.111
"Mcavernosa09209-RA",0,2.451825,1.697746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09211-RA",1.852199,1.753404,2.42826,0,24.8839,0,0,3.534547,14.84719,8.918021,0,0,24.84229,0,0,6.727654,0,0,0,71.1851,104.6314,13.84398,0,0,0,20.92445,0,0,0
"Mcavernosa09212-RA",0,3.944752,4.552519,0,0,0,0,4.771147,3.340272,1.316666,0,0,0,48.03713,0,1.946014,0,0,0,0.942059,0,0,1.532179,0,0,2.076846,10.69106,0,0.600684
"Mcavernosa09213-RA",9.410705,0.659907,4.874104,7.052695,9.24202,0,0,0,13.41085,26.43138,0,0,21.17968,0,0,0,0,0,0,0,0,7.815435,2.563141,1.848844,0,23.97267,0,0,74.36029
"Mcavernosa09214-RA",0,9.019438,36.54736,107.1049,0,182.1858,0,3.030261,0,30.10477,0,0,61.28594,0,0,0,0,0,0,0,0,0,46.70978,0,0,31.12959,0,0,0
"Mcavernosa09215-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09216-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09217-RA",0,0,11.26958,0,0,0,0,0,0,0,0,0,0,0,0,140.504,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09219-RA",0,14.77067,6.818552,0,0,0,0,0,0,7.043004,0,0,0,0,0,52.04731,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09220-RA",0,6.82135,1.25957,0,0,0,0,0,0,0,0,0,70.41287,0,0,24.67732,0,0,0,0,0,0,0,0,0,0,0,4.970732,0
"Mcavernosa09222-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09223-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mcavernosa09224-RA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
